r,u,v
3,0x0000e000,0x03032331
3,0x0000e000,0x03032664
3,0x0000e000,0x0303299b
3,0x0000e000,0x03032cce
3,0x0000e000,0x03032ddf
3,0x0000e000,0x03033221
3,0x0000e000,0x03033330
3,0x0000e000,0x03033665
3,0x0000e000,0x0303399a
3,0x0000e000,0x03033aa9
3,0x0000e000,0x03033ccf
3,0x0000e000,0x03033dde
3,0x0000e000,0x03035114
3,0x0000e000,0x03035550
3,0x0000e000,0x03035cc9
3,0x0000e000,0x03035eeb
3,0x0000e000,0x03036224
3,0x0000e000,0x03036335
3,0x0000e000,0x03036aac
3,0x0000e000,0x03036cca
3,0x0000e000,0x0303922b
3,0x0000e000,0x0303933a
3,0x0000e000,0x03039aa3
3,0x0000e000,0x03039cc5
3,0x0000e000,0x03039ee7
3,0x0000e000,0x0303a339
3,0x0000e000,0x0303a66c
3,0x0000e000,0x0303a993
3,0x0000e000,0x0303acc6
3,0x0000e000,0x0303add7
3,0x0000e000,0x0303c11d
3,0x0000e000,0x0303c22e
3,0x0000e000,0x0303c33f
3,0x0000e000,0x0303c559
3,0x0000e000,0x0303c66a
3,0x0000e000,0x0303c995
3,0x0000e000,0x0303caa6
3,0x0000e000,0x0303ccc0
3,0x0000e000,0x0303cdd1
3,0x0000e000,0x0303cee2
3,0x0000e000,0x0303d22f
3,0x0000e000,0x0303d33e
3,0x0000e000,0x0303daa7
3,0x0000e000,0x0303dcc1
3,0x0000e000,0x0303dee3
3,0x0000e000,0x0303e11f
3,0x0000e000,0x0303e55b
3,0x0000e000,0x0303e997
3,0x0000e000,0x0303ecc2
3,0x0000e000,0x0303edd3
3,0x0000e000,0x05051110
3,0x0000e000,0x05051223
3,0x0000e000,0x05051332
3,0x0000e000,0x05051554
3,0x0000e000,0x05051667
3,0x0000e000,0x05051776
3,0x0000e000,0x05051aab
3,0x0000e000,0x05051ccd
3,0x0000e000,0x05051ffe
3,0x0000e000,0x05052113
3,0x0000e000,0x05052557
3,0x0000e000,0x05052bb9
3,0x0000e000,0x05052cce
3,0x0000e000,0x05052eec
3,0x0000e000,0x05053112
3,0x0000e000,0x05053556
3,0x0000e000,0x05053ccf
3,0x0000e000,0x05053eed
3,0x0000e000,0x05055114
3,0x0000e000,0x05055227
3,0x0000e000,0x05055336
3,0x0000e000,0x05055550
3,0x0000e000,0x05055663
3,0x0000e000,0x05055772
3,0x0000e000,0x05055aaf
3,0x0000e000,0x05055cc9
3,0x0000e000,0x05055ffa
3,0x0000e000,0x05056117
3,0x0000e000,0x05056553
3,0x0000e000,0x05057116
3,0x0000e000,0x05057552
3,0x0000e000,0x05059cc5
3,0x0000e000,0x0505a11b
3,0x0000e000,0x0505a55f
3,0x0000e000,0x0505abb1
3,0x0000e000,0x0505acc6
3,0x0000e000,0x0505aee4
3,0x0000e000,0x0505b229
3,0x0000e000,0x0505baa1
3,0x0000e000,0x0505bbb0
3,0x0000e000,0x0505bcc7
3,0x0000e000,0x0505bee5
3,0x0000e000,0x0505c11d
3,0x0000e000,0x0505c22e
3,0x0000e000,0x0505c33f
3,0x0000e000,0x0505c559
3,0x0000e000,0x0505c995
3,0x0000e000,0x0505caa6
3,0x0000e000,0x0505cbb7
3,0x0000e000,0x0505cdd1
3,0x0000e000,0x0505dcc1
3,0x0000e000,0x0505e22c
3,0x0000e000,0x0505e33d
3,0x0000e000,0x0505eaa4
3,0x0000e000,0x0505ebb5
3,0x0000e000,0x0505f11e
3,0x0000e000,0x0505f55a
3,0x0000e000,0x06061110
3,0x0000e000,0x06061554
3,0x0000e000,0x06062220
3,0x0000e000,0x06062331
3,0x0000e000,0x06062aa8
3,0x0000e000,0x06062bb9
3,0x0000e000,0x06063221
3,0x0000e000,0x06063330
3,0x0000e000,0x06063aa9
3,0x0000e000,0x06063ccf
3,0x0000e000,0x06065114
3,0x0000e000,0x06065550
3,0x0000e000,0x06066660
3,0x0000e000,0x06066cca
3,0x0000e000,0x06069990
3,0x0000e000,0x06069dd4
3,0x0000e000,0x0606a228
3,0x0000e000,0x0606a339
3,0x0000e000,0x0606aaa0
3,0x0000e000,0x0606abb1
3,0x0000e000,0x0606b229
3,0x0000e000,0x0606baa1
3,0x0000e000,0x0606bbb0
3,0x0000e000,0x0606bcc7
3,0x0000e000,0x0606c33f
3,0x0000e000,0x0606c66a
3,0x0000e000,0x0606cbb7
3,0x0000e000,0x0606ccc0
3,0x0000e000,0x0606cee2
3,0x0000e000,0x0606d994
3,0x0000e000,0x0606ddd0
3,0x0000e000,0x0606ecc2
3,0x0000e000,0x0606eee0
3,0x0000e000,0x07071110
3,0x0000e000,0x07071554
3,0x0000e000,0x07075114
3,0x0000e000,0x07075550
3,0x0000e000,0x07079990
3,0x0000e000,0x07079dd4
3,0x0000e000,0x0707d994
3,0x0000e000,0x0707ddd0
3,0x0000e000,0x09091ccd
3,0x0000e000,0x09092331
3,0x0000e000,0x0909299b
3,0x0000e000,0x09092cce
3,0x0000e000,0x09092ddf
3,0x0000e000,0x09092eec
3,0x0000e000,0x09093221
3,0x0000e000,0x09093330
3,0x0000e000,0x09093aa9
3,0x0000e000,0x09093ccf
3,0x0000e000,0x09093eed
3,0x0000e000,0x09095cc9
3,0x0000e000,0x0909699f
3,0x0000e000,0x09096ddb
3,0x0000e000,0x0909799e
3,0x0000e000,0x09097dda
3,0x0000e000,0x0909922b
3,0x0000e000,0x0909966f
3,0x0000e000,0x0909977e
3,0x0000e000,0x09099990
3,0x0000e000,0x09099aa3
3,0x0000e000,0x09099bb2
3,0x0000e000,0x09099cc5
3,0x0000e000,0x09099dd4
3,0x0000e000,0x09099ff6
3,0x0000e000,0x0909a339
3,0x0000e000,0x0909a993
3,0x0000e000,0x0909acc6
3,0x0000e000,0x0909add7
3,0x0000e000,0x0909aee4
3,0x0000e000,0x0909b992
3,0x0000e000,0x0909bcc7
3,0x0000e000,0x0909bdd6
3,0x0000e000,0x0909bee5
3,0x0000e000,0x0909c11d
3,0x0000e000,0x0909c22e
3,0x0000e000,0x0909c33f
3,0x0000e000,0x0909c559
3,0x0000e000,0x0909c995
3,0x0000e000,0x0909caa6
3,0x0000e000,0x0909cbb7
3,0x0000e000,0x0909cdd1
3,0x0000e000,0x0909d22f
3,0x0000e000,0x0909d66b
3,0x0000e000,0x0909d77a
3,0x0000e000,0x0909d994
3,0x0000e000,0x0909daa7
3,0x0000e000,0x0909dbb6
3,0x0000e000,0x0909dcc1
3,0x0000e000,0x0909ddd0
3,0x0000e000,0x0909dff2
3,0x0000e000,0x0909e22c
3,0x0000e000,0x0909e33d
3,0x0000e000,0x0909eaa4
3,0x0000e000,0x0909ebb5
3,0x0000e000,0x0909f996
3,0x0000e000,0x0909fdd2
3,0x0000e000,0x0a0a1110
3,0x0000e000,0x0a0a1554
3,0x0000e000,0x0a0a1bba
3,0x0000e000,0x0a0a1ccd
3,0x0000e000,0x0a0a1eef
3,0x0000e000,0x0a0a2664
3,0x0000e000,0x0a0a2cce
3,0x0000e000,0x0a0a3330
3,0x0000e000,0x0a0a3665
3,0x0000e000,0x0a0a399a
3,0x0000e000,0x0a0a3ccf
3,0x0000e000,0x0a0a3dde
3,0x0000e000,0x0a0a5114
3,0x0000e000,0x0a0a5550
3,0x0000e000,0x0a0a5bbe
3,0x0000e000,0x0a0a5cc9
3,0x0000e000,0x0a0a5eeb
3,0x0000e000,0x0a0a6224
3,0x0000e000,0x0a0a6335
3,0x0000e000,0x0a0a6aac
3,0x0000e000,0x0a0a6bbd
3,0x0000e000,0x0a0a933a
3,0x0000e000,0x0a0a9990
3,0x0000e000,0x0a0a9cc5
3,0x0000e000,0x0a0a9dd4
3,0x0000e000,0x0a0a9ee7
3,0x0000e000,0x0a0aa66c
3,0x0000e000,0x0a0aacc6
3,0x0000e000,0x0a0ab11a
3,0x0000e000,0x0a0ab55e
3,0x0000e000,0x0a0ab66d
3,0x0000e000,0x0a0abbb0
3,0x0000e000,0x0a0abcc7
3,0x0000e000,0x0a0ac11d
3,0x0000e000,0x0a0ac22e
3,0x0000e000,0x0a0ac33f
3,0x0000e000,0x0a0ac559
3,0x0000e000,0x0a0ac995
3,0x0000e000,0x0a0acaa6
3,0x0000e000,0x0a0acbb7
3,0x0000e000,0x0a0acdd1
3,0x0000e000,0x0a0ad33e
3,0x0000e000,0x0a0ad994
3,0x0000e000,0x0a0adcc1
3,0x0000e000,0x0a0addd0
3,0x0000e000,0x0a0adee3
3,0x0000e000,0x0a0ae11f
3,0x0000e000,0x0a0ae55b
3,0x0000e000,0x0a0ae997
3,0x0000e000,0x0a0aedd3
3,0x0000e000,0x0b0b1223
3,0x0000e000,0x0b0b1aab
3,0x0000e000,0x0b0b1bba
3,0x0000e000,0x0b0b1ccd
3,0x0000e000,0x0b0b1eef
3,0x0000e000,0x0b0b2113
3,0x0000e000,0x0b0b2557
3,0x0000e000,0x0b0b2664
3,0x0000e000,0x0b0b2bb9
3,0x0000e000,0x0b0b2cce
3,0x0000e000,0x0b0b5227
3,0x0000e000,0x0b0b5aaf
3,0x0000e000,0x0b0b5bbe
3,0x0000e000,0x0b0b5cc9
3,0x0000e000,0x0b0b5eeb
3,0x0000e000,0x0b0b6224
3,0x0000e000,0x0b0b6aac
3,0x0000e000,0x0b0b6bbd
3,0x0000e000,0x0b0b6cca
3,0x0000e000,0x0b0b9990
3,0x0000e000,0x0b0b9cc5
3,0x0000e000,0x0b0b9dd4
3,0x0000e000,0x0b0b9ee7
3,0x0000e000,0x0b0ba11b
3,0x0000e000,0x0b0ba55f
3,0x0000e000,0x0b0ba66c
3,0x0000e000,0x0b0babb1
3,0x0000e000,0x0b0bacc6
3,0x0000e000,0x0b0bb11a
3,0x0000e000,0x0b0bb229
3,0x0000e000,0x0b0bb55e
3,0x0000e000,0x0b0bb66d
3,0x0000e000,0x0b0bbaa1
3,0x0000e000,0x0b0bbbb0
3,0x0000e000,0x0b0bbcc7
3,0x0000e000,0x0b0bc11d
3,0x0000e000,0x0b0bc22e
3,0x0000e000,0x0b0bc559
3,0x0000e000,0x0b0bc66a
3,0x0000e000,0x0b0bc995
3,0x0000e000,0x0b0bcaa6
3,0x0000e000,0x0b0bcbb7
3,0x0000e000,0x0b0bccc0
3,0x0000e000,0x0b0bcdd1
3,0x0000e000,0x0b0bcee2
3,0x0000e000,0x0b0bd994
3,0x0000e000,0x0b0bdcc1
3,0x0000e000,0x0b0bddd0
3,0x0000e000,0x0b0bdee3
3,0x0000e000,0x0b0be11f
3,0x0000e000,0x0b0be55b
3,0x0000e000,0x0b0be997
3,0x0000e000,0x0b0becc2
3,0x0000e000,0x0b0bedd3
3,0x0000e000,0x0c0c1110
3,0x0000e000,0x0c0c1223
3,0x0000e000,0x0c0c1332
3,0x0000e000,0x0c0c1554
3,0x0000e000,0x0c0c1998
3,0x0000e000,0x0c0c1aab
3,0x0000e000,0x0c0c1bba
3,0x0000e000,0x0c0c1ddc
3,0x0000e000,0x0c0c2113
3,0x0000e000,0x0c0c2220
3,0x0000e000,0x0c0c2331
3,0x0000e000,0x0c0c2557
3,0x0000e000,0x0c0c299b
3,0x0000e000,0x0c0c2aa8
3,0x0000e000,0x0c0c2bb9
3,0x0000e000,0x0c0c2ddf
3,0x0000e000,0x0c0c3112
3,0x0000e000,0x0c0c3221
3,0x0000e000,0x0c0c3330
3,0x0000e000,0x0c0c3556
3,0x0000e000,0x0c0c3665
3,0x0000e000,0x0c0c399a
3,0x0000e000,0x0c0c3aa9
3,0x0000e000,0x0c0c3ccf
3,0x0000e000,0x0c0c3dde
3,0x0000e000,0x0c0c3eed
3,0x0000e000,0x0c0c5114
3,0x0000e000,0x0c0c5227
3,0x0000e000,0x0c0c5336
3,0x0000e000,0x0c0c5550
3,0x0000e000,0x0c0c599c
3,0x0000e000,0x0c0c5aaf
3,0x0000e000,0x0c0c5bbe
3,0x0000e000,0x0c0c5dd8
3,0x0000e000,0x0c0c6335
3,0x0000e000,0x0c0c6660
3,0x0000e000,0x0c0c6bbd
3,0x0000e000,0x0c0c6cca
3,0x0000e000,0x0c0c6ee8
3,0x0000e000,0x0c0c9118
3,0x0000e000,0x0c0c922b
3,0x0000e000,0x0c0c933a
3,0x0000e000,0x0c0c955c
3,0x0000e000,0x0c0c9990
3,0x0000e000,0x0c0c9aa3
3,0x0000e000,0x0c0c9bb2
3,0x0000e000,0x0c0c9dd4
3,0x0000e000,0x0c0ca11b
3,0x0000e000,0x0c0ca228
3,0x0000e000,0x0c0ca339
3,0x0000e000,0x0c0ca55f
3,0x0000e000,0x0c0ca993
3,0x0000e000,0x0c0caaa0
3,0x0000e000,0x0c0cabb1
3,0x0000e000,0x0c0cadd7
3,0x0000e000,0x0c0cb11a
3,0x0000e000,0x0c0cb229
3,0x0000e000,0x0c0cb55e
3,0x0000e000,0x0c0cb66d
3,0x0000e000,0x0c0cb992
3,0x0000e000,0x0c0cbaa1
3,0x0000e000,0x0c0cbbb0
3,0x0000e000,0x0c0cbcc7
3,0x0000e000,0x0c0cbdd6
3,0x0000e000,0x0c0cbee5
3,0x0000e000,0x0c0cc33f
3,0x0000e000,0x0c0cc66a
3,0x0000e000,0x0c0ccbb7
3,0x0000e000,0x0c0cccc0
3,0x0000e000,0x0c0ccee2
3,0x0000e000,0x0c0cd11c
3,0x0000e000,0x0c0cd22f
3,0x0000e000,0x0c0cd33e
3,0x0000e000,0x0c0cd558
3,0x0000e000,0x0c0cd994
3,0x0000e000,0x0c0cdaa7
3,0x0000e000,0x0c0cdbb6
3,0x0000e000,0x0c0cddd0
3,0x0000e000,0x0c0ce33d
3,0x0000e000,0x0c0ce668
3,0x0000e000,0x0c0cebb5
3,0x0000e000,0x0c0cecc2
3,0x0000e000,0x0c0ceee0
3,0x0000e000,0x0d0d1ccd
3,0x0000e000,0x0d0d2331
3,0x0000e000,0x0d0d299b
3,0x0000e000,0x0d0d2cce
3,0x0000e000,0x0d0d2ddf
3,0x0000e000,0x0d0d2eec
3,0x0000e000,0x0d0d3221
3,0x0000e000,0x0d0d3330
3,0x0000e000,0x0d0d3aa9
3,0x0000e000,0x0d0d3ccf
3,0x0000e000,0x0d0d3eed
3,0x0000e000,0x0d0d5cc9
3,0x0000e000,0x0d0d699f
3,0x0000e000,0x0d0d6ddb
3,0x0000e000,0x0d0d799e
3,0x0000e000,0x0d0d7dda
3,0x0000e000,0x0d0d922b
3,0x0000e000,0x0d0d966f
3,0x0000e000,0x0d0d977e
3,0x0000e000,0x0d0d9990
3,0x0000e000,0x0d0d9aa3
3,0x0000e000,0x0d0d9bb2
3,0x0000e000,0x0d0d9cc5
3,0x0000e000,0x0d0d9dd4
3,0x0000e000,0x0d0d9ff6
3,0x0000e000,0x0d0da339
3,0x0000e000,0x0d0da993
3,0x0000e000,0x0d0dacc6
3,0x0000e000,0x0d0dadd7
3,0x0000e000,0x0d0daee4
3,0x0000e000,0x0d0db992
3,0x0000e000,0x0d0dbcc7
3,0x0000e000,0x0d0dbdd6
3,0x0000e000,0x0d0dbee5
3,0x0000e000,0x0d0dc11d
3,0x0000e000,0x0d0dc22e
3,0x0000e000,0x0d0dc33f
3,0x0000e000,0x0d0dc559
3,0x0000e000,0x0d0dc995
3,0x0000e000,0x0d0dcaa6
3,0x0000e000,0x0d0dcbb7
3,0x0000e000,0x0d0dcdd1
3,0x0000e000,0x0d0dd22f
3,0x0000e000,0x0d0dd66b
3,0x0000e000,0x0d0dd77a
3,0x0000e000,0x0d0dd994
3,0x0000e000,0x0d0ddaa7
3,0x0000e000,0x0d0ddbb6
3,0x0000e000,0x0d0ddcc1
3,0x0000e000,0x0d0dddd0
3,0x0000e000,0x0d0ddff2
3,0x0000e000,0x0d0de22c
3,0x0000e000,0x0d0de33d
3,0x0000e000,0x0d0deaa4
3,0x0000e000,0x0d0debb5
3,0x0000e000,0x0d0df996
3,0x0000e000,0x0d0dfdd2
3,0x0000e000,0x0e0e1223
3,0x0000e000,0x0e0e1332
3,0x0000e000,0x0e0e1aab
3,0x0000e000,0x0e0e1bba
3,0x0000e000,0x0e0e2113
3,0x0000e000,0x0e0e2557
3,0x0000e000,0x0e0e299b
3,0x0000e000,0x0e0e2ddf
3,0x0000e000,0x0e0e3112
3,0x0000e000,0x0e0e3556
3,0x0000e000,0x0e0e399a
3,0x0000e000,0x0e0e3ccf
3,0x0000e000,0x0e0e3dde
3,0x0000e000,0x0e0e5227
3,0x0000e000,0x0e0e5336
3,0x0000e000,0x0e0e5aaf
3,0x0000e000,0x0e0e5bbe
3,0x0000e000,0x0e0e6cca
3,0x0000e000,0x0e0e6ee8
3,0x0000e000,0x0e0e922b
3,0x0000e000,0x0e0e933a
3,0x0000e000,0x0e0e9aa3
3,0x0000e000,0x0e0e9bb2
3,0x0000e000,0x0e0ea11b
3,0x0000e000,0x0e0ea55f
3,0x0000e000,0x0e0ea993
3,0x0000e000,0x0e0eadd7
3,0x0000e000,0x0e0eb11a
3,0x0000e000,0x0e0eb55e
3,0x0000e000,0x0e0eb992
3,0x0000e000,0x0e0ebcc7
3,0x0000e000,0x0e0ebdd6
3,0x0000e000,0x0e0ec33f
3,0x0000e000,0x0e0ec66a
3,0x0000e000,0x0e0ecbb7
3,0x0000e000,0x0e0eccc0
3,0x0000e000,0x0e0ecee2
3,0x0000e000,0x0e0ed22f
3,0x0000e000,0x0e0ed33e
3,0x0000e000,0x0e0edaa7
3,0x0000e000,0x0e0edbb6
3,0x0000e000,0x0e0ee668
3,0x0000e000,0x0e0eecc2
3,0x0000e000,0x0f0f1110
3,0x0000e000,0x0f0f1554
3,0x0000e000,0x0f0f5114
3,0x0000e000,0x0f0f5550
3,0x0000e000,0x0f0f9990
3,0x0000e000,0x0f0f9dd4
3,0x0000e000,0x0f0fd994
3,0x0000e000,0x0f0fddd0
3,0x0000f000,0x01011110
3,0x0000f000,0x01011223
3,0x0000f000,0x01011332
3,0x0000f000,0x01011554
3,0x0000f000,0x01011776
3,0x0000f000,0x01011998
3,0x0000f000,0x01011aab
3,0x0000f000,0x01011bba
3,0x0000f000,0x01011ddc
3,0x0000f000,0x01011eef
3,0x0000f000,0x01011ffe
3,0x0000f000,0x01012113
3,0x0000f000,0x01012557
3,0x0000f000,0x01012664
3,0x0000f000,0x01012775
3,0x0000f000,0x01013112
3,0x0000f000,0x01013556
3,0x0000f000,0x01013665
3,0x0000f000,0x01013bb8
3,0x0000f000,0x01014440
3,0x0000f000,0x01015114
3,0x0000f000,0x01015227
3,0x0000f000,0x01015336
3,0x0000f000,0x01015550
3,0x0000f000,0x01015663
3,0x0000f000,0x0101599c
3,0x0000f000,0x01015aaf
3,0x0000f000,0x01015bbe
3,0x0000f000,0x01015dd8
3,0x0000f000,0x01015eeb
3,0x0000f000,0x01016224
3,0x0000f000,0x01016335
3,0x0000f000,0x01016553
3,0x0000f000,0x01016771
3,0x0000f000,0x01016aac
3,0x0000f000,0x01016bbd
3,0x0000f000,0x01016ee8
3,0x0000f000,0x01016ff9
3,0x0000f000,0x01017116
3,0x0000f000,0x01017225
3,0x0000f000,0x01017661
3,0x0000f000,0x01017770
3,0x0000f000,0x01017ee9
3,0x0000f000,0x01018880
3,0x0000f000,0x01019118
3,0x0000f000,0x0101955c
3,0x0000f000,0x01019990
3,0x0000f000,0x01019dd4
3,0x0000f000,0x01019ee7
3,0x0000f000,0x0101a11b
3,0x0000f000,0x0101a55f
3,0x0000f000,0x0101a66c
3,0x0000f000,0x0101aff5
3,0x0000f000,0x0101b11a
3,0x0000f000,0x0101b338
3,0x0000f000,0x0101b55e
3,0x0000f000,0x0101b66d
3,0x0000f000,0x0101bbb0
3,0x0000f000,0x0101bcc7
3,0x0000f000,0x0101cbb7
3,0x0000f000,0x0101ccc0
3,0x0000f000,0x0101d11c
3,0x0000f000,0x0101d558
3,0x0000f000,0x0101d994
3,0x0000f000,0x0101ddd0
3,0x0000f000,0x0101e11f
3,0x0000f000,0x0101e55b
3,0x0000f000,0x0101e668
3,0x0000f000,0x0101e779
3,0x0000f000,0x0101e997
3,0x0000f000,0x0101eff1
3,0x0000f000,0x0101f11e
3,0x0000f000,0x0101f669
3,0x0000f000,0x0101faa5
3,0x0000f000,0x0101fee1
3,0x0000f000,0x0101fff0
3,0x0000f000,0x02021110
3,0x0000f000,0x02021554
3,0x0000f000,0x02021667
3,0x0000f000,0x02021776
3,0x0000f000,0x02022220
3,0x0000f000,0x02022331
3,0x0000f000,0x02022aa8
3,0x0000f000,0x02023221
3,0x0000f000,0x02023330
3,0x0000f000,0x02023aa9
3,0x0000f000,0x02023bb8
3,0x0000f000,0x02025114
3,0x0000f000,0x02025550
3,0x0000f000,0x02025663
3,0x0000f000,0x02025772
3,0x0000f000,0x02026117
3,0x0000f000,0x02026553
3,0x0000f000,0x02026cca
3,0x0000f000,0x02027116
3,0x0000f000,0x02027552
3,0x0000f000,0x02027aad
3,0x0000f000,0x02028880
3,0x0000f000,0x02028ff7
3,0x0000f000,0x0202a228
3,0x0000f000,0x0202a339
3,0x0000f000,0x0202a77d
3,0x0000f000,0x0202aaa0
3,0x0000f000,0x0202aee4
3,0x0000f000,0x0202b338
3,0x0000f000,0x0202bbb0
3,0x0000f000,0x0202bcc7
3,0x0000f000,0x0202c66a
3,0x0000f000,0x0202cbb7
3,0x0000f000,0x0202cee2
3,0x0000f000,0x0202eaa4
3,0x0000f000,0x0202ecc2
3,0x0000f000,0x0202f887
3,0x0000f000,0x03031110
3,0x0000f000,0x03031554
3,0x0000f000,0x03031667
3,0x0000f000,0x03031bba
3,0x0000f000,0x03032220
3,0x0000f000,0x03032331
3,0x0000f000,0x03032aa8
3,0x0000f000,0x03032bb9
3,0x0000f000,0x03033221
3,0x0000f000,0x03033330
3,0x0000f000,0x03033556
3,0x0000f000,0x03033aa9
3,0x0000f000,0x03033bb8
3,0x0000f000,0x03033ffc
3,0x0000f000,0x03035114
3,0x0000f000,0x03035336
3,0x0000f000,0x03035550
3,0x0000f000,0x03035eeb
3,0x0000f000,0x03036117
3,0x0000f000,0x03036660
3,0x0000f000,0x03037ee9
3,0x0000f000,0x03038cc4
3,0x0000f000,0x0303a228
3,0x0000f000,0x0303a339
3,0x0000f000,0x0303aaa0
3,0x0000f000,0x0303abb1
3,0x0000f000,0x0303b11a
3,0x0000f000,0x0303b229
3,0x0000f000,0x0303b338
3,0x0000f000,0x0303baa1
3,0x0000f000,0x0303bbb0
3,0x0000f000,0x0303c884
3,0x0000f000,0x0303e55b
3,0x0000f000,0x0303e779
3,0x0000f000,0x0303f33c
3,0x0000f000,0x04041445
3,0x0000f000,0x04044115
3,0x0000f000,0x04044551
3,0x0000f000,0x04044662
3,0x0000f000,0x04044773
3,0x0000f000,0x0404499d
3,0x0000f000,0x04044dd9
3,0x0000f000,0x04044eea
3,0x0000f000,0x04044ffb
3,0x0000f000,0x04045441
3,0x0000f000,0x04046442
3,0x0000f000,0x04046660
3,0x0000f000,0x04047443
3,0x0000f000,0x0404944d
3,0x0000f000,0x0404d449
3,0x0000f000,0x0404e44a
3,0x0000f000,0x0404eee0
3,0x0000f000,0x0404f44b
3,0x0000f000,0x05051110
3,0x0000f000,0x05051223
3,0x0000f000,0x05051332
3,0x0000f000,0x05051554
3,0x0000f000,0x05051667
3,0x0000f000,0x05051998
3,0x0000f000,0x05051aab
3,0x0000f000,0x05051bba
3,0x0000f000,0x05051ddc
3,0x0000f000,0x05051eef
3,0x0000f000,0x05052113
3,0x0000f000,0x05052557
3,0x0000f000,0x05052664
3,0x0000f000,0x05052775
3,0x0000f000,0x05053112
3,0x0000f000,0x05053330
3,0x0000f000,0x05053556
3,0x0000f000,0x05053eed
3,0x0000f000,0x05054440
3,0x0000f000,0x05055114
3,0x0000f000,0x05055227
3,0x0000f000,0x05055336
3,0x0000f000,0x05055550
3,0x0000f000,0x05055772
3,0x0000f000,0x0505599c
3,0x0000f000,0x05055aaf
3,0x0000f000,0x05055bbe
3,0x0000f000,0x05055dd8
3,0x0000f000,0x05055eeb
3,0x0000f000,0x05055ffa
3,0x0000f000,0x05056117
3,0x0000f000,0x05056224
3,0x0000f000,0x05056660
3,0x0000f000,0x05056aac
3,0x0000f000,0x05056bbd
3,0x0000f000,0x05056ee8
3,0x0000f000,0x05057225
3,0x0000f000,0x05057552
3,0x0000f000,0x05057770
3,0x0000f000,0x05057ff8
3,0x0000f000,0x05058880
3,0x0000f000,0x05059118
3,0x0000f000,0x0505955c
3,0x0000f000,0x05059990
3,0x0000f000,0x05059dd4
3,0x0000f000,0x0505a11b
3,0x0000f000,0x0505a55f
3,0x0000f000,0x0505a66c
3,0x0000f000,0x0505aff5
3,0x0000f000,0x0505b11a
3,0x0000f000,0x0505b55e
3,0x0000f000,0x0505b66d
3,0x0000f000,0x0505bcc7
3,0x0000f000,0x0505cbb7
3,0x0000f000,0x0505ccc0
3,0x0000f000,0x0505d11c
3,0x0000f000,0x0505d558
3,0x0000f000,0x0505d994
3,0x0000f000,0x0505ddd0
3,0x0000f000,0x0505dee3
3,0x0000f000,0x0505e11f
3,0x0000f000,0x0505e33d
3,0x0000f000,0x0505e55b
3,0x0000f000,0x0505e668
3,0x0000f000,0x0505edd3
3,0x0000f000,0x0505eee0
3,0x0000f000,0x0505f55a
3,0x0000f000,0x0505f778
3,0x0000f000,0x0505faa5
3,0x0000f000,0x0505fff0
3,0x0000f000,0x06061223
3,0x0000f000,0x06061332
3,0x0000f000,0x06061554
3,0x0000f000,0x06061776
3,0x0000f000,0x06061aab
3,0x0000f000,0x06061bba
3,0x0000f000,0x06061eef
3,0x0000f000,0x06061ffe
3,0x0000f000,0x06062113
3,0x0000f000,0x06062557
3,0x0000f000,0x06062cce
3,0x0000f000,0x06063112
3,0x0000f000,0x06063665
3,0x0000f000,0x06064440
3,0x0000f000,0x06064662
3,0x0000f000,0x06065114
3,0x0000f000,0x06065227
3,0x0000f000,0x06065663
3,0x0000f000,0x06065aaf
3,0x0000f000,0x06065bbe
3,0x0000f000,0x06065eeb
3,0x0000f000,0x06066335
3,0x0000f000,0x06066442
3,0x0000f000,0x06066553
3,0x0000f000,0x06066660
3,0x0000f000,0x06066aac
3,0x0000f000,0x06066ddb
3,0x0000f000,0x06066ff9
3,0x0000f000,0x06067116
3,0x0000f000,0x06067bbc
3,0x0000f000,0x06068880
3,0x0000f000,0x06068cc4
3,0x0000f000,0x06069990
3,0x0000f000,0x06069bb2
3,0x0000f000,0x0606a11b
3,0x0000f000,0x0606a55f
3,0x0000f000,0x0606a66c
3,0x0000f000,0x0606b11a
3,0x0000f000,0x0606b55e
3,0x0000f000,0x0606b77c
3,0x0000f000,0x0606b992
3,0x0000f000,0x0606bbb0
3,0x0000f000,0x0606bcc7
3,0x0000f000,0x0606c22e
3,0x0000f000,0x0606c884
3,0x0000f000,0x0606cbb7
3,0x0000f000,0x0606ccc0
3,0x0000f000,0x0606d66b
3,0x0000f000,0x0606ddd0
3,0x0000f000,0x0606e11f
3,0x0000f000,0x0606e55b
3,0x0000f000,0x0606f11e
3,0x0000f000,0x0606f669
3,0x0000f000,0x07071110
3,0x0000f000,0x07071223
3,0x0000f000,0x07071667
3,0x0000f000,0x07071776
3,0x0000f000,0x07071eef
3,0x0000f000,0x07072113
3,0x0000f000,0x07072557
3,0x0000f000,0x07072aa8
3,0x0000f000,0x07073eed
3,0x0000f000,0x07074440
3,0x0000f000,0x07075227
3,0x0000f000,0x07075550
3,0x0000f000,0x07075772
3,0x0000f000,0x07075ffa
3,0x0000f000,0x07076117
3,0x0000f000,0x07076bbd
3,0x0000f000,0x07077116
3,0x0000f000,0x07077552
3,0x0000f000,0x07077770
3,0x0000f000,0x07077aad
3,0x0000f000,0x07077dda
3,0x0000f000,0x07077ff8
3,0x0000f000,0x07078880
3,0x0000f000,0x0707a228
3,0x0000f000,0x0707a77d
